Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_10,EMA_20,EMA_50,EMA_100,EMA_200,EMA_12,EMA_26,MACD,Signal Line,MA20,20dSTD,Upper Band,Lower Band,%K,%D
2000-10-16,33.7850341796875,34.32130432128906,33.24876022338867,34.142547607421875,20.02449607849121,4503710,50.13100276207122,34.613273239135744,34.33620014190674,35.01726333618164,37.04347118377686,42.766890888214114,34.22451704409182,34.490136755285526,35.2193933121375,37.51806238842368,41.547898388896805,34.2917121931934,34.60167548115551,-0.3099632879621126,-0.2223926138245944,34.33620014190674,0.7795129159189282,35.895225973744594,32.77717431006888,32.46758861633552,17.072896494515856
2000-10-17,33.60627746582031,33.84461975097656,33.070003509521484,33.60627746582031,19.70997428894043,5009390,52.51424057072289,34.42855796813965,34.3004487991333,35.01011306762695,36.87007713317871,42.6647015953064,34.11210984804245,34.40595968009836,35.15613386718388,37.440601300847376,41.468877285184604,34.186260696674466,34.52794229483438,-0.3416815981599157,-0.2462504106916587,34.3004487991333,0.7964450419799793,35.89333888309326,32.70755871517334,20.779286646085897,20.34638657311369
2000-10-18,32.4145622253418,33.24876022338867,31.818708419799805,32.116634368896484,18.8363094329834,3798947,37.20588200623689,34.029334259033206,34.237883949279784,34.96125282287598,36.68059494018555,42.55983093261719,33.74929612456136,34.18792869807913,35.03693780842751,37.33517621308597,41.375820141738956,33.867856646247084,34.349326892913055,-0.48147024666597105,-0.2932943778865212,34.237883949279784,0.9140234618318488,36.06593087294348,32.409837025616085,5.494468385674753,19.580447882698724
2000-10-19,32.23580551147461,35.03633117675781,32.23580551147461,34.20213317871094,20.05944061279297,9649039,51.91249536602438,33.95783157348633,34.2557596206665,34.96244453430176,36.4964754486084,42.46896291732788,33.83163013440674,34.18928150575835,35.00420037196803,37.27313575695973,41.30444017195759,33.91928380508768,34.33842365482401,-0.41913984973633234,-0.3184634722564834,34.2557596206665,0.9094118828926622,36.07458338645183,32.43693585488118,43.95606367011029,23.409939567290312
2000-10-20,39.08815002441406,45.52339553833008,37.65809631347656,43.85499954223633,25.720821380615234,29109489,73.49505895157552,34.863532638549806,34.7175479888916,35.16265213012695,36.41365146636963,42.42129444122315,35.6540609358303,35.109826080661016,35.35129053550797,37.403469693301844,41.329818872159365,35.4478554569567,35.04335520203974,0.40450025491696096,-0.17387072682179455,34.7175479888916,2.333530128071613,39.384608245034826,30.050487732748376,87.82609203943159,45.75887469840554
2000-10-23,47.66847610473633,48.62184524536133,46.5959358215332,47.60889053344727,27.92246437072754,50419904,75.61435600075986,36.10291290283203,35.40278224945068,35.44508781433105,36.35049072265625,42.37809488296509,37.827666317215204,36.30021317140257,35.831980731505595,37.60555723469086,41.39229719714731,37.318783930262946,35.97413559695882,1.3446483333041286,0.1298330852033901,35.40278224945068,3.6963435758553818,42.79546940116144,28.010095097739917,93.97163325854068,75.25126298936085
2000-10-24,47.90681838989258,50.82651138305664,47.5493049621582,50.82651138305664,29.80958366394043,27313334,77.30759690879162,37.711723709106444,36.231021881103516,35.79068420410156,36.31891033172607,42.34949378967285,40.191092692822735,37.68367014394105,36.42000154137034,37.867358306935735,41.48616997511655,39.396895846077356,37.07431158111421,2.3225842649631474,0.5683833211553416,36.231021881103516,5.039141204572774,46.30930429024906,26.152739471957968,100.0,93.93257509932408
2000-10-25,50.05189895629883,51.00526809692383,49.33687210083008,49.81355667114258,29.215499877929688,18368638,78.76390251633501,39.25499038696289,37.05926170349121,36.11244636535645,36.276008682250975,42.317913417816165,41.9406315979718,38.83889743224596,36.945238997439844,38.103916690385375,41.56902954423124,40.99945904993355,38.017959365560756,2.9814996843727926,1.0510065937988318,37.05926170349121,5.823444812374287,48.706151328239784,25.412372078742635,93.78882172814902,95.9201516622299
2000-10-26,49.57521438598633,50.34982681274414,48.5026741027832,49.75397109985352,29.18054962158203,8878824,79.01629500300939,40.893594360351564,37.81004009246826,36.45923454284668,36.234894599914554,42.28335376739502,43.36123878013211,39.87842825773239,37.44754221714234,38.33461083710752,41.6504717487648,42.346307057613544,38.887293568100965,3.4590134895125786,1.5326079729415811,37.81004009246826,6.443411892079471,50.696863876627205,24.92321630830932,93.4782628145565,95.7556948475685
2000-10-27,49.75397109985352,50.4094123840332,48.68143081665039,49.09852981567383,28.796131134033203,9838892,77.15123688217852,42.50240516662598,38.566777038574216,36.78695526123047,36.21284790039063,42.243431415557865,44.40438260477606,40.756533168012524,37.90444369159456,38.54775774757418,41.72458177928131,43.38511055885359,39.643681438291544,3.741429120562046,1.9743722024656742,38.566777038574216,6.844194353524716,52.25516574562365,24.878388331524782,90.06211476503843,92.44306643591464
