Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_10,EMA_20,EMA_50,EMA_100,EMA_200,EMA_12,EMA_26,MACD,Signal Line,MA20,20dSTD,Upper Band,Lower Band,%K,%D
2007-08-30,179.14999389648438,179.85000610351562,173.89999389648438,177.5500030517578,101.1287841796875,119071,41.91847035118047,177.78500061035157,182.0,193.47199951171876,187.47949951171876,168.43299964904784,178.50128337788848,182.03705570730477,187.35918819201186,184.1533894980037,173.53830552339568,179.18079626427578,183.90765189117667,-4.7268556269008855,-4.759794777558069,182.0,7.039231470268755,196.07846294053752,167.92153705946248,36.41851440220566,26.77286044864797
2007-08-31,179.25,184.1000061035156,177.60000610351562,184.1000061035156,104.85952758789062,321368,45.1657050924446,178.8550018310547,181.95,193.06099975585937,187.63399963378907,168.65549964904784,179.51923296436613,182.23352717361055,187.23137712971788,184.15233240108316,173.64339707145658,179.93759777800497,183.9219003513499,-3.9843025733449338,-4.604696336715442,181.95,7.019577142540212,195.98915428508042,167.91084571491956,75.91242718662856,47.61314521570088
2007-09-03,184.1499938964844,188.5,184.1499938964844,187.5,106.79610443115234,152240,52.63050658297471,179.91000213623047,182.12750015258788,192.75299987792968,187.81949966430665,168.88974967956543,180.97028151629954,182.73509601421907,187.241911359925,184.21862284858645,173.78127371751174,181.10104427369652,184.18694476976842,-3.0859004960719005,-4.300937168586733,182.12750015258788,7.117018846861428,196.36153784631074,167.89346245886503,95.0,69.11031386294474
2007-09-04,187.3000030517578,190.6499938964844,184.6499938964844,189.5500030517578,107.9637451171875,170000,57.714186045242364,180.83500213623046,182.45,192.495,188.0179997253418,169.13574966430664,182.53023088638287,183.38413477969894,187.33242475960472,184.32419473379775,173.93817649695697,182.40088408570594,184.58420834621208,-2.18332426050614,-3.877414586970615,182.45,7.307007618851106,197.0640152377022,167.83598476229778,95.03390000978203,88.64877573213685
2007-09-05,190.1000061035156,190.1499938964844,181.3500061035156,182.0,103.66340637207033,323187,61.67245516489858,180.64000244140624,181.6724998474121,192.16899993896484,188.1504997253418,169.34749969482422,182.4338252706769,183.25231241972762,187.12331006314963,184.27817107570274,174.01839364624098,182.33920961098195,184.39278550575193,-2.0535758947699776,-3.512646848530488,181.6724998474121,6.384838639466378,194.44217712634486,168.90282256847934,60.94809805858542,83.66066602278913
2007-09-06,182.5,185.4499969482422,173.5,177.39999389648438,101.0433349609375,405682,54.68493849104998,180.5000015258789,180.72999954223633,191.62899993896485,188.25599960327148,169.53499969482422,181.51858320264188,182.69494875084732,186.74200354680983,184.1419695474014,174.052041409925,181.57933027029003,183.8748009421025,-2.295470671812467,-3.269211613186884,180.72999954223633,5.441273963083693,191.6125474684037,169.84745161606895,32.22502161988338,62.73567322941694
2007-09-07,176.4499969482422,179.0,170.35000610351562,170.35000610351562,97.02783203125,251126,44.39976669817714,179.6050018310547,179.91500015258788,190.99,188.28599960327148,169.70474975585938,179.48793282098254,181.51923992729192,186.09918011766104,183.86886136039377,174.01520523772191,179.8517419369401,182.87296428739236,-3.0212223504522626,-3.2196137606399597,179.91500015258788,5.721405950768642,191.35781205412516,168.4721882510506,0.0,31.05770655948959
2007-09-10,170.5,173.5500030517578,160.0,161.10000610351562,91.75920867919922,715391,34.118114357594735,177.9250030517578,178.45000076293945,190.2220001220703,188.1829997253418,169.83724975585938,176.14467341780673,179.5745509916942,185.11882035240043,183.41799293946548,173.88669579360047,176.96685950102864,181.26015257006816,-4.293293069039521,-3.434349622319872,178.45000076293945,6.581871746419514,191.61374425577847,165.28625727010044,3.5889276429572057,11.937983087613517
2007-09-11,161.10000610351562,166.9499969482422,161.10000610351562,166.0,94.55012512207033,467392,36.04915155575932,177.21500244140626,177.47750091552734,189.50900024414062,188.1179997253418,169.9857497406006,174.30018734184188,178.28173661153284,184.36906269152198,183.07308218818895,173.80822120858952,175.27965034702424,180.12977089821126,-4.850120551187018,-3.7175038080933014,177.47750091552734,6.921313882640466,191.32012868080827,163.63487315024642,19.57586034197615,7.7215959949777755
2007-09-12,166.0,167.0,164.4499969482422,166.64999389648438,94.92037200927734,838207,39.94958083549883,176.22000122070312,176.70250091552734,188.7570001220703,188.14699966430663,170.108999710083,172.9092430790496,177.17395159105203,183.67419724857933,182.7478725190463,173.73699506618053,173.95201089309504,179.13126889808333,-5.179258004988299,-4.0098546474723005,176.70250091552734,7.231427568784423,191.1653560530962,162.2396457779585,21.696558632095318,14.953782205676214
2007-09-13,165.39999389648438,172.25,161.0,171.25,97.54042053222656,346232,44.23306751885081,175.59000091552736,176.68750076293946,188.1020001220703,188.1904997253418,170.27524971008302,172.60756251922237,176.60976572523754,183.18697382706642,182.52019187510479,173.71224884661655,173.53631690954194,178.54747120192903,-5.01115429238709,-4.2101145764552586,176.68750076293946,7.242979834858085,191.17346043265565,162.20154109322328,36.704738141205276,25.992385705092243
2007-09-14,170.64999389648438,171.0,163.10000610351562,166.89999389648438,95.06277465820312,474913,42.10306976356283,173.86999969482423,176.36250076293945,187.235,188.2104997253418,170.45474967956542,171.56982276963365,175.68502555107057,182.5482687317495,182.21088102404298,173.64446521527196,172.5153441383023,177.68469510522945,-5.169350966927141,-4.4019618545496355,176.36250076293945,7.538076922632511,191.43865460820447,161.28634691767442,22.512219479677658,26.971172084326074
2007-09-17,166.8000030517578,166.8000030517578,161.5500030517578,165.5,94.26535034179688,275171,44.36061003898665,171.6699996948242,175.79000091552734,186.37600006103514,188.21999969482422,170.62474967956544,170.46621862970025,174.71502311763527,181.8797091736417,181.8799724889134,173.56342576039364,171.43606042471734,176.7821250974347,-5.346064672717347,-4.590782418183178,175.79000091552734,7.916415721678554,191.62283235888447,159.95716947217022,17.944538646811466,25.720498755898124
2007-09-18,162.0,178.89999389648438,161.75,178.6999969482422,101.78379821777344,567289,52.51393066484611,170.58499908447266,175.71000061035156,185.84799987792968,188.35949966430664,170.84324966430665,171.9632692330715,175.09454443483594,181.7550145765672,181.81700267622685,173.61453592146677,172.55358912064423,176.92418967897598,-4.370600558331745,-4.546746046212892,175.71000061035156,7.876424102997757,191.46284881634708,159.95715240435604,61.01142144236154,33.82272652295021
2007-09-19,180.0500030517578,187.1499938964844,180.0500030517578,186.5500030517578,106.25502014160156,819659,56.628897369484974,171.03999938964844,175.84000091552736,185.515,188.5734997558594,171.10724967956543,174.6154026546508,176.1855404935904,181.94305334030014,181.91072545594034,173.74324703719108,174.7068835715848,177.63721289177462,-2.930329320189827,-4.2234627010082795,175.84000091552736,8.039354478045464,191.9187098716183,159.76129195943642,86.62319197004192,55.193050686404966
2007-09-20,184.6999969482422,187.3999938964844,181.75,185.6499938964844,105.74237060546876,336849,52.09089736718293,171.86499938964843,176.18250045776367,185.02899993896483,188.80699966430663,171.36199966430664,176.62169197134781,177.08691700815172,182.08842355818973,181.98477037555506,173.86172213031838,176.39043900618475,178.23075222545683,-1.8403132192720761,-3.746832804661039,176.18250045776367,8.313341905005915,192.8091842677755,159.55581664775184,83.6867830483532,77.10713215358554
2007-09-21,184.8500061035156,187.6999969482422,182.25,186.6999969482422,106.34042358398438,412896,50.55621292455515,173.4999984741211,176.5525001525879,184.59699981689454,189.00399963378905,171.61349967956542,178.45411105805587,178.00244843101746,182.2692695734859,182.0781411987766,173.98946615835743,177.97652484342436,178.8581036864039,-0.8815788429795361,-3.1737820123247387,176.5525001525879,8.618469559709935,193.78943927200777,159.31556103316802,87.1125685649964,85.80751452779718
2007-09-24,186.6999969482422,194.8999938964844,185.0,191.75,109.21681213378906,371711,52.47121661814335,176.56499786376952,177.24500045776367,184.2729998779297,189.2349996948242,171.89424964904785,180.87154541113662,179.31173905663485,182.6410629235453,182.26966315523646,174.16618788812502,180.09552102135908,179.81305896889248,0.28246205246659883,-2.4825331993664714,177.24500045776367,9.26464548204105,195.77429142184576,158.71570949368157,90.97422794448765,87.25785985261241
2007-09-25,190.9499969482422,191.6999969482422,184.1499938964844,184.5,105.08736419677734,322831,52.72739153970037,178.41499786376954,177.81500015258788,183.86599975585938,189.43599975585937,172.12699966430665,181.5312644272936,179.80585914647912,182.7139624167396,182.31382824127138,174.26901188923821,180.77313317191923,180.16023978601154,0.6128933859076824,-1.8634478823116407,177.81500015258788,9.34653189091316,196.5080639344142,159.12193637076157,70.20058534299048,82.7624606174915
2007-09-26,186.0500030517578,190.0,186.0500030517578,188.5500030517578,107.39415740966795,194337,58.498334513211475,180.60499877929686,178.4125,183.59499969482422,189.67749984741212,172.36974967956542,182.80739872265073,180.63863475650567,182.94282675536778,182.43731685138002,174.41111130379065,181.9695746918944,180.78170373162237,1.187870960272022,-1.2531841137949082,178.4125,9.642066454432165,197.69663290886433,159.12836709113566,81.80518064398215,80.99333131048677
2007-09-27,191.1000061035156,192.6499938964844,187.6000061035156,189.1499938964844,107.73590087890624,259425,65.06417580088875,182.39499816894534,178.99249954223632,183.28399963378905,189.9654997253418,172.61949966430663,183.96059784516592,181.4492403888846,183.18624507462727,182.5702411493029,174.55776685197668,183.07425456952365,181.4015770771677,1.6726774923559447,-0.6680117925647375,178.99249954223632,9.931982760476014,198.85646506318835,159.12853402128428,83.52435241950224,78.51003946882496
2007-09-28,189.75,192.0500030517578,186.1000061035156,190.6999969482422,108.61873626708984,303779,76.70553677402282,184.7749984741211,179.32249908447267,183.1309994506836,190.27699966430663,172.87124961853027,185.18594313663434,182.3302648231091,183.48090201084747,182.73122641264823,174.71838605691465,184.2474457047111,182.0903489194695,2.157096785241606,-0.10299007700346885,179.32249908447267,10.21619516107446,199.7548894066216,158.89010876232373,87.61062624062073,84.31338643470171
2007-10-01,190.8000030517578,192.8000030517578,187.0,190.3500061035156,108.4194107055664,253785,73.86978595235071,187.25999908447267,179.46499938964843,182.8479995727539,190.5749996948242,173.13099967956543,186.12486367606726,183.09404970695735,183.75027864193248,182.88209333721986,174.87392456484102,185.18630115068103,182.70217537754698,2.4841257731340534,0.41443309302403564,179.46499938964843,10.355193182030252,200.17538575370892,158.75461302558793,86.57820468386377,85.90439444799557
