Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_10,EMA_20,EMA_50,EMA_100,EMA_200,EMA_12,EMA_26,MACD,Signal Line,MA20,20dSTD,Upper Band,Lower Band,%K,%D
2000-10-16,40.71875,40.71875,39.78125,39.9375,25.59036064147949,3931600,52.6961279829572,41.19375,40.807421875,41.59578125,39.173046875,37.284765625,41.066164115843165,41.133880475016404,40.80029899824577,39.6310110911014,37.28129262199437,41.083149337648365,41.13626183844773,-0.05311250079936514,-0.015547846064693435,40.807421875,0.9635407313149268,42.73450333762985,38.88034041237015,20.0,49.328182988714694
2000-10-17,40.5625,41.4375,40.375,40.9375,26.23113250732422,5374800,51.3839228836735,41.05625,40.832421875,41.633125,39.212109375,37.352109375,41.04277064023532,41.11517757263389,40.80567942968712,39.65688215860434,37.317672794909846,41.060741747240925,41.12153873930345,-0.06079699206252798,-0.024597675264260342,40.832421875,0.9599172717138101,42.75225641842762,38.91258733157238,33.94495412844037,31.808811869973955
2000-10-18,41.5625,41.75,40.3125,40.71875,26.090965270996094,4715600,50.767834098304164,41.04375,40.877734375,41.65328125,39.263984375,37.420234375,40.98385779655617,41.077422565716375,40.80227043244448,39.67790924457257,37.3515143591396,41.00812763228078,41.091702536392084,-0.08357490411130186,-0.03639312103366865,40.877734375,0.9301668897538529,42.73806815450771,39.0174005954923,27.522935779816514,27.155963302752298
2000-10-19,40.71875,41.9375,40.34375,40.78125,26.131010055541992,4036600,48.914608962257226,41.015625,40.902734375,41.64640625,39.316796875,37.488984375,40.94702001536414,41.049215654695764,40.801446101760384,39.69975757636321,37.38564108193423,40.97322338116066,41.06870605221489,-0.09548267105423491,-0.048211031037781904,40.902734375,0.9199546338383615,42.742643642676725,39.06282510732328,29.357798165137616,30.27522935779817
2000-10-20,40.6875,42.21875,40.625,42.0625,26.951982498168945,3895600,48.82153982575226,41.209375,41.0265625,41.678125,39.369609375,37.554921875,41.149834558025205,41.145718925677116,40.850899195809,39.746544555049084,37.43217699156673,41.14080439944363,41.142320418717496,-0.0015160192738647993,-0.03887202868499849,41.0265625,0.8998376532579443,42.826237806515884,39.22688719348411,66.97247706422019,41.284403669724774
2000-10-23,41.96875,41.96875,40.0,40.25,25.790603637695312,7477800,42.38761165967294,41.15,41.064453125,41.686875,39.406484375,37.609140625,40.986228274747894,41.06041236132692,40.82733452146355,39.75651396980059,37.46021503145163,41.003757568759994,41.076222609923605,-0.07246504116361052,-0.0455906311807209,41.064453125,0.8461826643884133,42.75681845377682,39.37208779622318,13.761467889908257,36.697247706422026
2000-10-24,40.46875,40.71875,39.34375,39.40625,25.249956130981445,5115400,44.43028886612091,40.9,41.059765625,41.655,39.451796875,37.657734375,40.698959497521,40.90287308881959,40.77160571670027,39.74957804960652,37.47957856347699,40.75798717356615,40.95252093511445,-0.19453376154829982,-0.07537925725423669,41.059765625,0.8555134346058386,42.770792494211676,39.34873875578832,1.6260162601626018,27.453320404763687
2000-10-25,38.5,39.5,37.625,37.65625,24.128637313842773,7717200,37.42971665315292,40.496875,40.903515625,41.586875,39.483046875,37.694609375,40.145739588880815,40.59367088988439,40.64943490428065,39.70812600902025,37.48133648821852,40.28079683917136,40.70835271769857,-0.4275558785272082,-0.145814581508831,40.903515625,1.1453390191113553,43.194193663222705,38.61283758677729,0.5617977528089888,5.316427300959954
2000-10-26,38.3125,38.6875,37.0,38.09375,24.40896224975586,6468600,42.48005065061568,40.05625,40.7734375,41.48609375,39.505859375,37.737109375,39.772650572720664,40.35558318608588,40.54921196685788,39.67615816725747,37.487430155002414,39.944328094683456,40.51467844231349,-0.5703503476300327,-0.23072173473307134,40.7734375,1.3066078189721015,43.3866531379442,38.1602218620558,17.67676767676768,6.621527229913094
2000-10-27,38.28125,38.28125,36.28125,37.5625,24.068553924560547,5877000,37.231519703637616,39.740625,40.59375,41.37171875,39.522109375,37.772734375,39.37080501404417,40.08957526360151,40.432086007373265,39.63430355008405,37.48817711863423,39.577893003193694,40.29599855769767,-0.7181055545039783,-0.3281984986872527,40.59375,1.4859885620620634,43.56572712412412,37.62177287587588,18.552036199095024,12.263533876223903
2000-10-30,37.53125,38.09375,36.5,37.9375,24.308841705322266,7002600,33.799175325206235,39.540625,40.3671875,41.27796875,39.537734375,37.808671875,39.11020410239978,39.88461571468709,40.33425910512333,39.60070347978536,37.492647993075686,39.3255248488562,40.12129496083118,-0.7957701119749814,-0.4217128213447985,40.3671875,1.529852174822627,43.42689184964525,37.30748315035475,23.981900452488688,20.070234776117136
2000-10-31,38.1875,38.375,37.28125,38.0625,24.38894462585449,5921800,35.15397282023356,39.253125,40.1546875,41.17984375,39.560859375,37.833671875,38.919712447418,39.711080884716885,40.245170512765554,39.570244004938125,37.498318162298816,39.13121333364755,39.96879163039924,-0.8375782967516869,-0.5048859164261762,40.1546875,1.540552269554836,43.235792039109675,37.07358296089033,25.791855203619914,22.775263951734548
2000-11-01,38.46875,40.15625,38.46875,40.0625,25.67046546936035,6985400,41.76386449258951,39.1875,40.115625,41.11859375,39.596328125,37.869296875,39.12749200243291,39.744549371886706,40.23800696324534,39.5799916484047,37.523832409440125,39.274488205394086,39.975732991110405,-0.7012447857163195,-0.5441576902842049,40.115625,1.5320419541717498,43.1797089083435,37.0515410916565,63.68421052631579,37.81932206080813
2000-11-02,39.9375,39.96875,39.09375,39.34375,25.209917068481445,6221200,45.09747069517303,39.04375,40.0296875,41.03234375,39.617265625,37.904609375,39.1668116383542,39.70637800313559,40.20293806272592,39.57531359596104,37.54194104218202,39.285143866102686,39.92891943621334,-0.6437755701106553,-0.564081266249495,40.0296875,1.5243188661683817,43.078325232336766,36.98104976766324,51.578947368421055,47.01833769945225
2000-11-03,39.25,40.375,39.15625,39.46875,25.29000473022461,3713600,48.75446357892228,38.784375,39.996875,40.96109375,39.640703125,37.936953125,39.2217095222898,39.68374676474172,40.17414637399157,39.57320342574399,37.56111327061802,39.31339096362535,39.89483281130865,-0.5814418476833012,-0.5675533825362562,39.996875,1.5292145440423999,43.0553040880848,36.9384459119152,53.68421052631579,56.31578947368421
2000-11-06,39.71875,39.71875,38.0625,38.78125,24.84947967529297,6350200,41.04748131534695,38.6375,39.89375,40.87921875,39.661015625,37.970078125,39.14162597278256,39.59779469190917,40.11952298677622,39.55752117968966,37.573253934591975,39.2315231230676,39.81234519565616,-0.5808220725885533,-0.5702071205467156,39.89375,1.5386134714326247,42.97097694286525,36.816523057134745,42.10526315789473,49.12280701754386
